9371	7	440
3223	7	421
6410	7	176
9285	7	85
5920	7	84
5840	7	147
7622	7	116
1007	7	41
5510	7	320
5389	7	451
4103	6	37
2873	6	26
5829	7	528
6771	7	345
4545	7	142
6944	7	88
8945	7	43
803	6	8
8561	7	148
9666	7	45
6924	7	72
9080	7	30
9674	7	17
5502	7	28
8128	7	46
5652	7	28
1365	7	81
9660	7	61
3389	7	66
7024	7	28
4961	7	16
524	6	6
8484	6	9
3343	7	12
4184	7	81
6004	7	13
2442	7	16
9987	7	133
3081	7	17
7592	7	39
7916	7	32
8708	6	7
9169	7	38
7640	4	1
8159	7	105
5220	7	72
1080	7	60
2499	7	41
2400	7	44
2706	7	29
5901	7	80
1690	6	15
6259	7	166
3684	7	25
7110	7	58
4522	7	89
1834	7	36
7381	7	49
7519	7	60
9665	7	96
5174	7	36
6317	7	56
8308	7	62
4952	7	33
9729	7	17
6674	6	8
9790	7	45
954	7	34
8458	6	9
3715	7	44
6021	7	25
5786	7	85
3866	7	72
8409	4	1
3139	7	16
8655	7	35
7708	7	24
5759	7	47
1190	7	52
61	7	59
8366	7	52
1994	6	7
5771	7	57
7763	7	27
25	6	8
5480	7	20
6181	7	49
482	7	35
1505	7	63
9956	7	57
1945	7	44
6984	7	14
143	7	8
9667	7	44
264	7	33
3038	7	26
5632	7	14
3700	7	31
1199	7	45
2758	7	11
