7696	1	517
1869	3	21
4292	2	6
825	3	5
8114	2	5
4297	3	5
4368	3	5
5302	4	5
9807	2	4
8524	3	4
9265	3	4
2676	4	4
5528	3	4
7416	4	4
1617	4	4
1406	5	4
8898	2	4
4857	3	4
7409	3	5
1446	4	4
4114	3	6
4333	4	4
5612	4	4
4958	5	4
2656	3	4
6468	4	4
3183	4	4
6749	5	4
9916	4	4
6425	5	4
2930	5	4
3568	6	4
9260	2	4
1158	3	4
6422	3	4
7502	4	4
413	3	3
4073	4	4
6924	4	4
9660	5	4
9886	3	4
5760	4	4
1108	4	4
7255	5	4
9541	4	4
5694	5	4
6828	5	4
509	6	4
2572	3	4
3197	4	4
1471	4	4
1591	5	5
1311	4	6
9148	5	4
4065	5	4
8897	6	4
2439	4	4
808	5	6
9308	5	5
6814	6	4
2830	5	4
6418	6	5
2089	6	4
2255	7	5
8518	2	4
8009	3	4
3628	3	4
8355	4	4
2569	3	4
2350	4	4
6336	4	4
7288	5	4
5326	3	4
1489	4	4
8435	4	4
892	5	4
3496	4	4
5953	5	4
8581	5	4
2584	6	4
783	3	4
5112	4	4
2460	4	4
1602	5	16
2885	4	4
3415	5	9
6264	5	4
8174	6	4
1275	4	4
9210	5	4
69	5	6
7685	6	4
5623	5	4
7722	6	4
3083	6	4
8374	7	4
5764	3	4
3315	4	4
3021	4	4
7142	5	4
3121	4	21
917	5	4
9754	5	3
6344	6	4
5986	4	3
3203	5	4
5055	5	3
5693	6	4
5576	5	3
8227	6	13
6685	6	3
4214	7	3
9970	4	3
4220	5	4
2317	5	3
4587	6	3
6907	5	4
8797	6	3
2927	6	3
4113	7	4
706	5	3
8604	6	3
5958	6	6
4468	7	3
1902	6	4
8441	7	3
1336	7	3
8704	8	6
8356	2	4
9643	3	3
2492	3	3
6676	4	3
4461	3	3
9510	4	3
6688	4	3
7745	5	3
5423	3	3
3669	4	3
664	4	3
7399	5	3
4621	4	3
3267	5	3
7496	5	3
2945	6	3
2205	3	3
4100	4	3
551	4	3
9623	5	3
536	4	3
5428	5	3
7322	5	3
5457	6	3
3128	4	3
983	5	3
2638	5	3
4077	6	3
8	5	3
1431	6	3
3869	6	3
2678	7	4
8583	3	3
1667	4	3
377	4	3
6389	5	3
231	4	3
961	5	3
8671	5	3
9003	6	3
2107	4	3
6627	5	3
6561	5	3
50	6	3
3195	5	3
1538	6	3
6108	6	6
4171	7	4
6602	4	3
5389	5	3
8425	5	3
4494	6	3
8611	5	3
19	6	3
5691	6	3
1295	7	3
3333	5	3
7767	6	3
2657	6	3
2258	7	3
4861	6	3
5198	7	4
4353	7	3
5964	8	4
5565	3	3
769	4	3
3450	4	3
7707	5	3
7343	4	3
3017	5	3
229	5	3
6361	6	3
8308	4	3
1990	5	3
1598	5	3
3546	6	3
6490	5	3
4790	6	3
6635	6	3
1076	7	4
5657	4	3
8384	5	3
9462	5	3
5471	6	3
7655	5	3
1992	6	3
2562	6	3
3904	7	3
6701	5	3
1890	6	3
8428	6	3
7248	7	3
1328	6	3
6839	7	3
9999	7	3
5077	8	4
9484	4	3
9419	5	3
3030	5	3
4971	6	3
7680	5	3
5257	6	3
5607	6	3
9275	7	3
580	5	3
6150	6	3
5806	6	3
8250	7	3
9480	6	3
1609	7	3
1748	7	3
8499	8	3
3105	5	3
7844	6	3
5074	6	3
635	7	3
8520	6	4
4313	7	3
3665	7	3
9466	8	3
6156	6	3
3468	7	3
5779	7	3
1626	8	3
1732	7	28
5199	8	3
1612	8	3
6408	9	7
3837	2	4
7005	3	7
9734	3	3
5355	4	3
5240	3	3
3175	4	3
1519	4	3
4672	5	3
8434	3	3
1685	4	3
4433	4	3
543	5	3
7676	4	3
3510	5	3
2567	5	3
3709	6	3
278	3	2
8053	4	3
4576	4	3
6752	5	3
2318	4	3
2643	5	3
8333	5	3
7828	6	3
4121	4	3
9924	5	3
9222	5	3
4832	6	3
4771	5	3
7829	6	3
9481	6	3
1807	7	4
3433	3	3
8415	4	3
125	4	3
7529	5	3
8976	4	3
8000	5	3
3679	5	3
4792	6	3
7617	4	3
654	5	3
2692	5	3
3130	6	3
4631	5	3
4028	6	3
9735	6	3
9302	7	3
3098	4	3
319	5	3
7985	5	3
5984	6	6
4734	5	3
9268	6	3
6300	6	3
3600	7	3
3439	5	3
4204	6	3
9408	6	3
630	7	3
4656	6	3
5218	7	7
7875	7	3
9400	8	4
602	3	3
5512	4	3
4537	4	3
7626	5	3
8062	4	3
6441	5	3
9204	5	3
5793	6	3
4019	4	3
7223	5	3
3498	5	3
9226	6	3
199	5	5
4111	6	4
7717	6	5
9135	7	4
6593	4	4
3122	5	3
9255	5	3
6725	6	3
1138	5	3
2606	6	3
3323	6	3
4965	7	3
7242	5	3
4595	6	4
1827	6	3
5527	7	3
314	6	3
7244	7	3
133	7	4
2009	8	3
2375	4	3
898	5	3
2095	5	3
7923	6	3
752	5	2
4129	6	6
4969	6	3
7002	7	4
8461	5	3
9005	6	3
4216	6	3
2932	7	4
9952	6	3
280	7	3
7450	7	3
6942	8	3
8719	5	4
1597	6	3
1014	6	3
1118	7	3
6968	6	3
8327	7	3
3022	7	3
9451	8	3
6008	6	3
2192	7	3
573	7	3
4202	8	3
3109	7	3
5242	8	3
7519	8	3
6398	9	5
8833	3	4
5434	4	3
6207	4	3
2268	5	3
8941	4	3
7746	5	3
8617	5	3
3740	6	3
6541	4	3
5195	5	3
9838	5	3
6269	6	3
9982	5	3
4817	6	3
8481	6	3
3751	7	3
2225	4	3
7061	5	3
2733	5	3
4830	6	3
859	5	3
179	6	3
3126	6	3
8014	7	3
1775	5	3
4484	6	3
4599	6	3
6614	7	3
83	6	2
37	7	3
3822	7	3
988	8	3
3400	4	3
317	5	3
8974	5	3
5641	6	3
2835	5	3
7473	6	3
6470	6	2
4723	7	3
2561	5	2
984	6	3
7679	6	2
8821	7	3
5163	6	2
2344	7	3
1920	7	2
3322	8	3
5777	5	2
1441	6	3
1829	6	2
1237	7	3
3073	6	2
2555	7	3
2275	7	2
8385	8	3
3906	6	2
6404	7	3
254	7	2
2853	8	3
2699	7	2
4775	8	3
9671	8	2
6067	9	3
9452	4	2
7234	5	3
8920	5	2
2109	6	3
2543	5	2
557	6	3
5222	6	2
2631	7	3
7714	5	2
4378	6	3
6189	6	2
7135	7	3
5718	6	2
9355	7	3
4901	7	2
6157	8	3
2800	5	3
3029	6	3
3564	6	2
9861	7	3
2257	6	2
4149	7	3
305	7	2
9262	8	3
5786	6	25
5233	7	4
8856	7	3
6740	8	4
1359	7	4
2267	8	4
5168	8	4
45	9	4
2660	5	3
7012	6	4
2455	6	3
1317	7	4
8235	6	3
3117	7	4
3149	7	4
3291	8	4
7106	6	3
1189	7	4
8172	7	3
3474	8	4
3341	7	3
8442	8	4
2386	8	4
4757	9	4
4987	6	3
9550	7	4
716	7	4
5653	8	4
8690	7	38
9146	8	4
3159	8	3
8829	9	3
9198	7	4
1928	8	3
7927	8	3
5672	9	3
6959	8	3
7641	9	3
8608	9	3
7153	10	19
7498	2	5
1155	3	3
8429	3	3
518	4	3
7084	3	3
4106	4	3
1477	4	22
9482	5	5
5397	3	4
1982	4	4
1366	4	4
1492	5	5
1742	4	4
