2549	7	725
1334	7	419
8041	7	400
6663	7	75
6479	7	158
142	7	98
7022	7	80
12	7	165
7589	7	93
9528	7	225
1211	7	154
9462	7	205
4064	7	120
9506	7	44
6446	7	30
5574	7	49
9972	7	24
173	6	8
8635	6	8
8725	7	33
5926	7	28
3045	7	12
1991	7	69
1490	7	41
87	7	42
1566	7	94
1702	7	21
5851	7	26
9359	7	20
9746	7	49
5475	7	19
1530	7	13
7209	7	26
7383	3	1
4652	7	74
4695	7	37
6413	7	25
1260	5	3
9616	7	13
875	7	37
4923	7	66
2915	7	35
4818	7	25
8733	7	76
6000	7	22
1820	7	45
2650	6	9
9600	7	31
6001	7	11
3253	7	54
2147	7	47
7850	6	9
7784	7	23
7304	7	88
8428	7	101
9663	6	10
4926	7	37
4943	7	11
8945	7	31
3890	7	24
6554	7	41
9866	7	24
8275	7	33
747	7	26
8143	7	23
1463	7	17
1461	6	6
2741	5	3
5449	7	30
5204	7	54
5102	7	23
7881	7	22
3984	7	22
3721	7	10
7175	7	12
9899	7	16
6972	6	8
7691	7	83
3639	7	11
8632	7	28
3976	7	38
6190	4	1
1930	7	10
6711	7	21
111	7	31
6551	7	40
765	7	33
8569	7	14
879	7	16
8482	6	6
9172	7	38
8230	7	53
260	7	26
1248	7	84
1275	7	61
3134	7	29
7452	7	19
482	7	35
763	7	19
9384	6	9
440	20	768
8487	29	619
7832	1	177
3444	1	58
2320	18	179
3621	11	66
264	26	101
6859	24	221
2166	23	111
2390	26	72
2553	24	71
9169	27	91
435	1	99
2795	23	95
492	21	143
1755	1	69
67	18	92
9925	21	153
1895	21	118
6918	1	62
9481	20	99
5264	1	51
1895	1	49
2180	18	79
4124	18	55
9107	29	136
3614	1	65
3194	29	107
4928	28	125
1586	23	76
9835	30	142
4824	1	59
4828	28	153
5888	24	99
4608	22	85
3388	1	60
6013	18	49
6995	1	50
7340	1	50
2215	23	54
3283	22	49
9425	24	51
5355	1	29
9569	25	47
2986	23	39
1951	24	58
1035	21	32
2324	23	29
4086	22	53
745	18	51
1302	19	62
9930	1	30
2624	16	78
4931	20	45
7600	1	26
9853	1	28
8327	1	28
1784	1	31
4986	20	33
6816	24	33
1216	1	28
767	1	27
350	1	28
5151	1	27
8613	24	47
6266	1	27
3761	26	74
6458	22	39
168	24	54
2805	1	28
1656	1	27
1503	1	29
2285	23	80
891	25	76
4041	1	28
6205	1	29
8771	22	52
8275	1	27
6077	1	29
8594	23	39
4825	20	77
813	1	23
59	1	22
2016	1	22
8694	1	23
2814	1	23
5739	20	35
2751	1	19
8006	15	28
5322	1	16
8086	20	30
825	1	14
2351	1	14
4431	1	14
9499	21	36
4451	1	16
361	19	40
3714	1	13
5796	1	13
9036	1	12
7781	1	15
4622	20	26
251	16	34
7806	1	11
2621	18	29
2471	1	11
6884	1	11
6334	1	11
4733	1	11
1353	1	11
3390	1	12
1493	1	12
8871	1	11
928	1	12
4168	20	27
5551	1	13
8050	1	12
9195	17	38
8736	18	15
6591	1	12
1113	1	12
1512	1	12
5287	1	12
2786	1	12
2740	1	12
2048	14	34
3134	1	12
5060	1	19
2966	1	13
5761	24	43
4816	1	12
8463	23	33
8843	1	13
8494	1	11
9404	26	35
9732	1	15
6033	1	12
1347	1	11
1764	1	12
589	1	11
360	1	12
8062	1	11
8620	1	12
570	22	30
1870	1	12
5198	1	12
2705	1	12
5005	20	37
1223	1	12
7357	22	30
3834	1	11
6104	15	18
9119	1	14
6581	1	12
3007	20	19
1356	20	25
549	1	9
3337	1	9
8508	1	9
7226	21	25
3548	16	11
6398	1	6
1010	1	6
8921	1	6
475	1	6
7430	1	6
4677	1	6
1869	1	6
6788	1	6
1363	1	6
1778	1	6
6365	1	6
5916	1	6
4552	1	5
9979	1	6
1198	1	6
729	1	6
4218	1	6
7959	1	6
3996	18	13
8025	1	5
1207	1	5
4129	1	6
6407	1	5
8160	1	5
4930	1	5
7201	1	5
2137	1	5
